,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
1414,1415,කව්ද හුත්තෝ දූරියන් අරන් බස් එකට නැග්ග පකයා,YES,කව්ද හුත්තෝ දූරියන් අරන් බස් එකට නැග්ග පකයා
1415,1416,අර සිවාජිලිංගම් කියන පකයා එතකොට ජාතිවාදී නැද්ද? අපිට තමා එක එකා රෙද්ද උස්සන් එන්නෙ.,YES,අර සිවාජිලිංගම් කියන පකයා එතකොට ජාතිවාදී නැද්ද  අපිට තමා එක එකා රෙද්ද උස්සන් එන්නෙ 
1416,1417,"කැරි පොනනයා හුකවගන්න හදන්නෙ...පකයා,රෙන්න තියෙන පුක දෙන්නෙ නැතුව හිටපන් හුජ්ජ පොඩි එකා...",YES,කැරි පොනනයා හුකවගන්න හදන්නෙ   පකයා රෙන්න තියෙන පුක දෙන්නෙ නැතුව හිටපන් හුජ්ජ පොඩි එකා   
1417,1418,පකයා සැලරි දාලා නෑනේ,YES,පකයා සැලරි දාලා නෑනේ
1419,1420,ඊය හුත්ටෝ මේ මියුසිකල් සෝ වල එනවුන්ස් කරන උන්ගේ කැත... අර සුරවීර කියල අයි ටී එන් එකේ නයට කහින පකයා පේන්නම බෑ මට... ඌ සින්දුව කියන එකාටත් සින්දු උගන්නවා...,YES,ඊය හුත්ටෝ මේ මියුසිකල් සෝ වල එනවුන්ස් කරන උන්ගේ කැත    අර සුරවීර කියල අයි ටී එන් එකේ නයට කහින පකයා පේන්නම බෑ මට    ඌ සින්දුව කියන එකාටත් සින්දු උගන්නවා   
1420,1421,තොපි මෙහෙම ට්‍රිප් යනවනං ලඟපාත ඉන්න මේ අපිටත් කියලා පලයව්,YES,තොපි මෙහෙම ට්‍රිප් යනවනං ලඟපාත ඉන්න මේ අපිටත් කියලා පලයව්
1422,1423,එක්සෑම් නේද පලයව් යන්න,YES,එක්සෑම් නේද පලයව් යන්න
1423,1424,ඔය බදිනව කිය කිය ඉන්න එවුන්ට කියන්නෙ අපිට වෙඩින්ග් කියන්න මහන්සි නොවි පැනය පලයව් සෙද්ද .....,YES,ඔය බදිනව කිය කිය ඉන්න එවුන්ට කියන්නෙ අපිට වෙඩින්ග් කියන්න මහන්සි නොවි පැනය පලයව් සෙද්ද      
1424,1425,පොලිසියටත් මිරිස් කුඩු ගැහුවා...කාලකන්නි වේසිගේ පුතාලා පලයව් කඩේ ඕකුන්ට...ඇවිත් සතියයි..මාසයක් ගියොත් මොනා කරයිද ?,YES,පොලිසියටත් මිරිස් කුඩු ගැහුවා   කාලකන්නි වේසිගේ පුතාලා පලයව් කඩේ ඕකුන්ට   ඇවිත් සතියයි  මාසයක් ගියොත් මොනා කරයිද  
1425,1426,මහින්දත් එපා.! රනිලුත් එපා.! සිරිසේනත් එපා.! තොපි එකෙක්වත් එපා.! මකබෑවිලා පලයව්...,YES,මහින්දත් එපා   රනිලුත් එපා   සිරිසේනත් එපා   තොපි එකෙක්වත් එපා   මකබෑවිලා පලයව්   
1426,1427,ගහපල්ලා නියග තියෙන පැතිවල ග්‍රවුන්ඩ් ක්‍රිකට් මැච් ඔක්කොම අරන් පලයව් ඒ ග්‍රවුන්ඩ් වලට මහ වැසි වහීවි...සීත සුළං හමාවි...නියග පහවයාවි මැච්නම් ගහනවා බොරු,YES,ගහපල්ලා නියග තියෙන පැතිවල ග්‍රවුන්ඩ් ක්‍රිකට් මැච් ඔක්කොම අරන් පලයව් ඒ ග්‍රවුන්ඩ් වලට මහ වැසි වහීවි   සීත සුළං හමාවි   නියග පහවයාවි මැච්නම් ගහනවා බොරු
1429,1430,පහලටද යන්නේ ? ඔය යට ඉන්න කෙල්ලන්ට ලයික් එකක් දාන් පලයව්. මොකද අද විතරයි උන් උබලාට හොදින් කතා කරන්නේ,YES,පහලටද යන්නේ   ඔය යට ඉන්න කෙල්ලන්ට ලයික් එකක් දාන් පලයව්  මොකද අද විතරයි උන් උබලාට හොදින් කතා කරන්නේ
1430,1431,උඹල ලංකාවට ආවෙ ලංකාවෙ ලස්සන බලන්ඩ නන්ං. ඒක බලල පලයව්. කවුරුත් මෙතන උඹලගෙ කටවල් වලට පුනීල ගහල බියර් පෙව්වෙ නෑනේ. ටෞකන්ඩ,YES,උඹල ලංකාවට ආවෙ ලංකාවෙ ලස්සන බලන්ඩ නන්ං  ඒක බලල පලයව්  කවුරුත් මෙතන උඹලගෙ කටවල් වලට පුනීල ගහල බියර් පෙව්වෙ නෑනේ  ටෞකන්ඩ
1431,1432,"""කොහොමද බෞද්ධයෙක් කියන්නේ අපේ ආගමට ප්‍රමුඛස්ථානය දීලා වෙනත් ආගම් වලට වෙන තැන් දෙන්න කියල""-සුමන්තිරන් එහෙනම් මේකේ ඉන්නෙ? ආපු දිහාටම පලයව්",YES, කොහොමද බෞද්ධයෙක් කියන්නේ අපේ ආගමට ප්‍රමුඛස්ථානය දීලා වෙනත් ආගම් වලට වෙන තැන් දෙන්න කියල  සුමන්තිරන් එහෙනම් මේකේ ඉන්නෙ  ආපු දිහාටම පලයව්
1432,1433,සප්‍රයිස් කරන්න ඔනානම් කෙල්ල එක්ක පැනලා පලයව්. මුලු හත්මුතු පරම්පරාමව ස්ප්‍රයිස් වෙයි,YES,සප්‍රයිස් කරන්න ඔනානම් කෙල්ල එක්ක පැනලා පලයව්  මුලු හත්මුතු පරම්පරාමව ස්ප්‍රයිස් වෙයි
1434,1435,1991 නොබෙල් සාම තෑග්ග ගත්ත ගෑනිත් කියනවා රෝහින්‍යා මුස්ලිම්වරු එපා කියලා. සාම විනිසුරුකමක්වත් නැති එවුන් ටිකක් මැරෙන්න හදනවා. පලයව් අරාබියට!,YES,1991 නොබෙල් සාම තෑග්ග ගත්ත ගෑනිත් කියනවා රෝහින්‍යා මුස්ලිම්වරු එපා කියලා  සාම විනිසුරුකමක්වත් නැති එවුන් ටිකක් මැරෙන්න හදනවා  පලයව් අරාබියට 
1435,1436,අමා දිනුවා දැන් කන්න හිටපු උන් කන්න පලයවු නාලා නැතු උන් නාන්න පලයව් බඩේ අමාරුකාරයො ලැට් එකට පලයව් ඒලෙවල් කරන උන් පාඩම් කරන්න පලයව් පුබ්ග් ගහන උන් ඒකට පලයව් වලි දාගන්න උන් මාව මෙන්ෂන් කරපියව්,YES,අමා දිනුවා දැන් කන්න හිටපු උන් කන්න පලයවු නාලා නැතු උන් නාන්න පලයව් බඩේ අමාරුකාරයො ලැට් එකට පලයව් ඒලෙවල් කරන උන් පාඩම් කරන්න පලයව් පුබ්ග් ගහන උන් ඒකට පලයව් වලි දාගන්න උන් මාව මෙන්ෂන් කරපියව්
1436,1437,ගහමරාගන්නේ නැතිව සාමකාමීව පස්න විසදගන්න උසස් නායකයෝ ඉහල මට්ටමේ පාර්ලිමේන්තුවක්.. මෙහෙම කියන අයට පොඩ්ඩක් මතයකින් දෙකකින් දමල ගහපන් රිදෙන්න.. ආන්න මචං අපිට හිතෙනවා අඩෝ දැන් ඉන්න පාර්ලිමේන්තු බුවාල මුන්ට වඩා ගොඩක් හොදයි කියලා.,YES,ගහමරාගන්නේ නැතිව සාමකාමීව පස්න විසදගන්න උසස් නායකයෝ ඉහල මට්ටමේ පාර්ලිමේන්තුවක්   මෙහෙම කියන අයට පොඩ්ඩක් මතයකින් දෙකකින් දමල ගහපන් රිදෙන්න   ආන්න මචං අපිට හිතෙනවා අඩෝ දැන් ඉන්න පාර්ලිමේන්තු බුවාල මුන්ට වඩා ගොඩක් හොදයි කියලා 
1437,1438,ඇගිල්ල බැරිනම් කකුලම හරි ගහ ගනින් අහින්සක මාව ඕවට ගාව ගන්න එපා හුත්තො ...මෙ ඇකට රිපොට් එකක් ගහපන් ලින්ක් එක පලවෙනි කොම්න්ට් එකෙ,YES,ඇගිල්ල බැරිනම් කකුලම හරි ගහ ගනින් අහින්සක මාව ඕවට ගාව ගන්න එපා හුත්තො    මෙ ඇකට රිපොට් එකක් ගහපන් ලින්ක් එක පලවෙනි කොම්න්ට් එකෙ
1438,1439,අම්මපා ගහපන් හෙණ පිට හෙණ..,YES,අම්මපා ගහපන් හෙණ පිට හෙණ  
1439,1440,මගේ මූණ පෙන්නුවෙ නෑ හෙනම ගහපන් හෙනම ගහලා අකුලෝලම පලයන්,YES,මගේ මූණ පෙන්නුවෙ නෑ හෙනම ගහපන් හෙනම ගහලා අකුලෝලම පලයන්
1440,1441,උඹලගේ සල්ලි හොරාකාල රටත් විනාස කරන හොර දේශපාලුවන්ට බෝතල් වලින් බැරිනම් පොලු වලින් හරි ගහපන්. පරාජය බාරගන්න බැරි උන් මැච් බලන්න එපා,YES,උඹලගේ සල්ලි හොරාකාල රටත් විනාස කරන හොර දේශපාලුවන්ට බෝතල් වලින් බැරිනම් පොලු වලින් හරි ගහපන්  පරාජය බාරගන්න බැරි උන් මැච් බලන්න එපා
1441,1442,ඔය බොතල් වලින් ගහපන් තිලංගටයී රිලාසිරිටයි,YES,ඔය බොතල් වලින් ගහපන් තිලංගටයී රිලාසිරිටයි
1442,1443,ඈත තියා එනකොට රතු ඉන්දියන් කාරයෙක් වගේ...එල එල..,NO,ඈත තියා එනකොට රතු ඉන්දියන් කාරයෙක් වගේ   එල එල  
1448,1449,මේවා බලන්නද යකෝ ඩේටා කපං අපි එෆ් බී එන්නෙ,YES,මේවා බලන්නද යකෝ ඩේටා කපං අපි එෆ් බී එන්නෙ
1450,1451,එළ කොල්ලෙක්.. ඒ මේ වීඩියෝ එක මාර විදියට පේජ් වලින් ස්පොන්සර් දාලා තිබ්බා.. වීඩියෝ එකක් මෙච්චර ස්පොන්සර් දාලා තිබ්බ දැක්කමයි..,NO,එළ කොල්ලෙක්   ඒ මේ වීඩියෝ එක මාර විදියට පේජ් වලින් ස්පොන්සර් දාලා තිබ්බා   වීඩියෝ එකක් මෙච්චර ස්පොන්සර් දාලා තිබ්බ දැක්කමයි  
1452,1453,යකෝ මේක ඇති දැන්,YES,යකෝ මේක ඇති දැන්
1453,1454,මොකද්ද මේ විහිලුව..මුලු වොල් එකේම තියෙන්නෙ මේක...මේ ඇඩ් එක හදනවට වඩා ගානක් ගිහින් පේජ් ඇඩ්මින්වරුන්ට ගෙවන්න,NO,මොකද්ද මේ විහිලුව  මුලු වොල් එකේම තියෙන්නෙ මේක   මේ ඇඩ් එක හදනවට වඩා ගානක් ගිහින් පේජ් ඇඩ්මින්වරුන්ට ගෙවන්න
1457,1458,වහිනකොට හීනියට වතුර එයි,NO,වහිනකොට හීනියට වතුර එයි
1458,1459,අනෙ හුකැස් අපිත් හෙල්මට් දානව අපෙ කහන්නැනෙ තොපෙ හොරිද,YES,අනෙ හුකැස් අපිත් හෙල්මට් දානව අපෙ කහන්නැනෙ තොපෙ හොරිද
1459,1460,යකො මොන දියුණුවක්ද එක,YES,යකො මොන දියුණුවක්ද එක
1460,1461,කොහෙද ඉතින් අපේ ඉන්න පක්කු ඉන්න කං මුං උට්ට උඩ දාං පුක මෙහෙක් කරන් කෑ ගැහුවත් ගහනවා සත්තයි මල්කාන්ති,YES,කොහෙද ඉතින් අපේ ඉන්න පක්කු ඉන්න කං මුං උට්ට උඩ දාං පුක මෙහෙක් කරන් කෑ ගැහුවත් ගහනවා සත්තයි මල්කාන්ති
1461,1462,මේකප් ගියම ඔකුන් යක්කු තමයි බොලවු,YES,මේකප් ගියම ඔකුන් යක්කු තමයි බොලවු
1463,1464,පැනියා බ්‍රෝ උගත් ඇඩ්මින් මඩුල්ල කඩේ ගිහින් 2015 කරගත්ත වෙනසේ නියමුවාට නේද මේ අපහාස කරන්නේ අප්පා,NO,පැනියා බ්‍රෝ උගත් ඇඩ්මින් මඩුල්ල කඩේ ගිහින් 2015 කරගත්ත වෙනසේ නියමුවාට නේද මේ අපහාස කරන්නේ අප්පා
1465,1466,උගෙ හම්බන්තොට පාරෙත් පාසල් වෙලාවෙ පුංචි දරුවො යන්න පාසල් නැතුව ලුණු විකුනනව,YES,උගෙ හම්බන්තොට පාරෙත් පාසල් වෙලාවෙ පුංචි දරුවො යන්න පාසල් නැතුව ලුණු විකුනනව
1466,1467,හෙන පුපුරා ඇගට වැටෙන්න ඕන ගසාකාපු සල්ලි වලට,YES,හෙන පුපුරා ඇගට වැටෙන්න ඕන ගසාකාපු සල්ලි වලට
1468,1469,මීට කලින් දැකලා නෑ තමයි! කාලෙකින් දැක්කේ මේ පේජ් එකේ පෝස්ට් එකක්,NO,මීට කලින් දැකලා නෑ තමයි  කාලෙකින් දැක්කේ මේ පේජ් එකේ පෝස්ට් එකක්
1469,1470,ඇතුලට ගියා වගේ නෙමේ එලියට එන්න ගිහාම,NO,ඇතුලට ගියා වගේ නෙමේ එලියට එන්න ගිහාම
1470,1471,නින්දිත නූගත් අසික්ශිත මහජනතාවක් ඉන්න තාක් මේව ගෙනාපු විදිහට රැදෙන්නේ ණැ.තව මාසයක් බලන්න මහජනයට බාරදිලා අඩුම තරමින් මේ හයිකරා තියෙන ෆෑන් ටිකවත්තියේද කියල.සක්කිලි වගේ ශීට් වල බලි අදි.අඇගිලිවල අමාරුව අඇරගන්න ශීට් කොනිත්තයි පහුරුගාවි.මගේ 🔋 ලෝ කිය කිය මරාගනි.රටකජු පොතු.ටිශුකෑලි.සිගරට් කොටන් එහෙම මාසයක් අඇතුලත පිරි ඉතිරියයි.අපේ රටේ අයට මොනා බාර දුන්නත් විනාසයක් මිසයි පැවත්මක් නැ,YES,නින්දිත නූගත් අසික්ශිත මහජනතාවක් ඉන්න තාක් මේව ගෙනාපු විදිහට රැදෙන්නේ ණැ තව මාසයක් බලන්න මහජනයට බාරදිලා අඩුම තරමින් මේ හයිකරා තියෙන ෆෑන් ටිකවත්තියේද කියල සක්කිලි වගේ ශීට් වල බලි අදි අඇගිලිවල අමාරුව අඇරගන්න ශීට් කොනිත්තයි පහුරුගාවි මගේ 🔋 ලෝ කිය කිය මරාගනි රටකජු පොතු ටිශුකෑලි සිගරට් කොටන් එහෙම මාසයක් අඇතුලත පිරි ඉතිරියයි අපේ රටේ අයට මොනා බාර දුන්නත් විනාසයක් මිසයි පැවත්මක් නැ
1472,1473,මොන මගුල ගෙනාවත් අපේ සක්කිලි මී හරක් වනසයි සතියේන් රට කජු පොතු හුණු කොල කැලි හැම ජහ ජරාවක්ම ඉද ගෙන ඉන්න තැන අතාරින අහිකුණ්ඨක ජාතියක්..,YES,මොන මගුල ගෙනාවත් අපේ සක්කිලි මී හරක් වනසයි සතියේන් රට කජු පොතු හුණු කොල කැලි හැම ජහ ජරාවක්ම ඉද ගෙන ඉන්න තැන අතාරින අහිකුණ්ඨක ජාතියක්  
1474,1475,ඕවා කොළඹට විතරක්ද..රටේ හැමේ තැනකටම දෙනවද?..අපේ කාලකණ්ණි හැත්ත සතියෙන් ඕවා ඉවර කරලා දායි..හැදියාවක් නැති එවුන්..කලා බීලා පුළුවන් නම් හුජ්ජත් කරලා බඩුත් ගහලා එයි...මිනිස්සුන්ගේ මනස දිවුණු වෙන්නේ නැතුව රටවල් දිවුණු කරන්න බෑ..,YES,ඕවා කොළඹට විතරක්ද  රටේ හැමේ තැනකටම දෙනවද   අපේ කාලකණ්ණි හැත්ත සතියෙන් ඕවා ඉවර කරලා දායි  හැදියාවක් නැති එවුන්  කලා බීලා පුළුවන් නම් හුජ්ජත් කරලා බඩුත් ගහලා එයි   මිනිස්සුන්ගේ මනස දිවුණු වෙන්නේ නැතුව රටවල් දිවුණු කරන්න බෑ  
1475,1476,එක මාසයක් හොදට පාවිච්චි කරයිද දන්නෙ නෑ පෑන් ඉරි ගහල ශීට් හාරල කාපු බීපුවා හැමතැනම දාගෙන වනසාවී ලක් වැසියෝ,YES,එක මාසයක් හොදට පාවිච්චි කරයිද දන්නෙ නෑ පෑන් ඉරි ගහල ශීට් හාරල කාපු බීපුවා හැමතැනම දාගෙන වනසාවී ලක් වැසියෝ
1476,1477,"මෙිරටෙි ඉන්න ඒවුන්ට මෙිවා හරියන්නේ නැහැ.ඔය ටික සත්යෙන් සුද්ද කරයි .සිට් වල ලවි හැලි ලියයි,,හුණු සිටිවල උලයි...පසුපෙල යන ජොඩු කිම ආශාවන් සපුරාගෙන ඹය දාලා තියෙන කර්ටන් වලින් කැරි ටික ප්හ්දායි",YES,මෙිරටෙි ඉන්න ඒවුන්ට මෙිවා හරියන්නේ නැහැ ඔය ටික සත්යෙන් සුද්ද කරයි  සිට් වල ලවි හැලි ලියයි  හුණු සිටිවල උලයි   පසුපෙල යන ජොඩු කිම ආශාවන් සපුරාගෙන ඹය දාලා තියෙන කර්ටන් වලින් කැරි ටික ප්හ්දායි
1481,1482,ඔය ලස්සන දැන් බලා ගත්තොත් පමනයි ....මායක් යන්න කලින් ආහු සැරයක් බැලුවොත් බලාගන්න පුලුවන් ඔය තිබිච්ච ලස්සන තියෙයිද කියලා...,NO,ඔය ලස්සන දැන් බලා ගත්තොත් පමනයි     මායක් යන්න කලින් ආහු සැරයක් බැලුවොත් බලාගන්න පුලුවන් ඔය තිබිච්ච ලස්සන තියෙයිද කියලා   
1482,1483,මේකෙ කමෙන්ට් දැක්කාම හිතාගන්න පුළුවන් කොච්චර මිනිස්සු ලංකාවේ ගැන කලකිරිලද ඉන්නෙ කියලා .උබලා සාදාරනයි බං.ලංකාව කියන්නෙ කවදාවත් ගොඩ යන රටක් නෙමෙ.කාලකණ්ණි හුත්තිගෙ පුතාලගෙන් පිරිච්චි රටක්.කවදාවත් ගොඩ යෑමක් නෑ.දුකයි ඇත්තටම වෙන රටවල් එක්ක බලනකොට.ඉන්දියාවෙ උන් පාරෙ රෙන්නෙ කියලා අපේ උන් හැමනෙන්න හදනකොට උන් උන්ගෙ රටෙ හදපු දේවල් අපිට එවනවා.ලංකාව හදන්න පුළුවන් රටක් නෙමෙ .,YES,මේකෙ කමෙන්ට් දැක්කාම හිතාගන්න පුළුවන් කොච්චර මිනිස්සු ලංකාවේ ගැන කලකිරිලද ඉන්නෙ කියලා  උබලා සාදාරනයි බං ලංකාව කියන්නෙ කවදාවත් ගොඩ යන රටක් නෙමෙ කාලකණ්ණි හුත්තිගෙ පුතාලගෙන් පිරිච්චි රටක් කවදාවත් ගොඩ යෑමක් නෑ දුකයි ඇත්තටම වෙන රටවල් එක්ක බලනකොට ඉන්දියාවෙ උන් පාරෙ රෙන්නෙ කියලා අපේ උන් හැමනෙන්න හදනකොට උන් උන්ගෙ රටෙ හදපු දේවල් අපිට එවනවා ලංකාව හදන්න පුළුවන් රටක් නෙමෙ  
1483,1484,පුළුවන් තරම් පව් කරපල්ලා.කරුමෙටවත් පිං කරලා ..පිංකෙත හෙල.රං දෙරනේ ඉපදුනොත් එහෙම හුකලා හමාරයි,YES,පුළුවන් තරම් පව් කරපල්ලා කරුමෙටවත් පිං කරලා   පිංකෙත හෙල රං දෙරනේ ඉපදුනොත් එහෙම හුකලා හමාරයි
1485,1486,දෙමළ මුස්ලිම් මිනිස්සු ඉන්න පැත්තට ධාවනයට දැම්මොත් මේක ගැන තියන ආසාව අත්ඇරගනිල්ලා,YES,දෙමළ මුස්ලිම් මිනිස්සු ඉන්න පැත්තට ධාවනයට දැම්මොත් මේක ගැන තියන ආසාව අත්ඇරගනිල්ලා
1489,1490,මාසයක් හොදට තියේවි ....ඊට පස්සෙ කඩලා බිදලා දමවී...කාලකන්නි ඉන්න රටක් ලන්කාව කියන්නෙ .,YES,මාසයක් හොදට තියේවි     ඊට පස්සෙ කඩලා බිදලා දමවී   කාලකන්නි ඉන්න රටක් ලන්කාව කියන්නෙ  
1495,1496,මාසෙන් ඉවරයි.විනාශ කරල දාවී අපේ හැත්ත.,YES,මාසෙන් ඉවරයි විනාශ කරල දාවී අපේ හැත්ත 
1496,1497,ඇයි මේවා ලංකාවේ හදන්න බැරි....තිු විල් එකේ ඉදං ජොකා දක්වා ඉංදියාවෙන්,YES,ඇයි මේවා ලංකාවේ හදන්න බැරි    තිු විල් එකේ ඉදං ජොකා දක්වා ඉංදියාවෙන්
1497,1498,පොඩ්ඩක් ඉන්න තව සතියෙන් දෙදාස් පන්සීයෙ මෙව්වා එක පෙන්නයි,YES,පොඩ්ඩක් ඉන්න තව සතියෙන් දෙදාස් පන්සීයෙ මෙව්වා එක පෙන්නයි
1498,1499,ගොත්‍රිකයන්ට මොන පහසුකම්ද ඕයි,YES,ගොත්‍රිකයන්ට මොන පහසුකම්ද ඕයි
1499,1500,තම්බින්ට හරි දෙමලුන්ට හරි තමයි ඉතින් ඕවා,YES,තම්බින්ට හරි දෙමලුන්ට හරි තමයි ඉතින් ඕවා
1500,1501,දඩ ගහන්න ඕන ඔන්න ඕවා කන හරක්ට,YES,දඩ ගහන්න ඕන ඔන්න ඕවා කන හරක්ට
1503,1504,කැලේ යන කොල්ලොන්ට සිවුරු දාල ....පාලි භාෂාව හරියට උගන්වන්නෙ නැතුව පලි වචන වලට විකුර්ති සිංහල අරුත් දීල ඒව කවි සිංදු වගේ ගායනා කරවල......අසරණ අහිංසක ජනතාවගෙ හිතතුල ආශාව ඇති කරනව බුදු දහම තවත් විනාශ මුඛයට යවන තම්බියො .....දහම විකුනගෙන කන වසලයො....අපේ උනුත් මේවට සාදු කියනවනෙ..,YES,කැලේ යන කොල්ලොන්ට සිවුරු දාල     පාලි භාෂාව හරියට උගන්වන්නෙ නැතුව පලි වචන වලට විකුර්ති සිංහල අරුත් දීල ඒව කවි සිංදු වගේ ගායනා කරවල      අසරණ අහිංසක ජනතාවගෙ හිතතුල ආශාව ඇති කරනව බුදු දහම තවත් විනාශ මුඛයට යවන තම්බියො      දහම විකුනගෙන කන වසලයො    අපේ උනුත් මේවට සාදු කියනවනෙ  
1504,1505,බුදුපියාණන් මේ ගථා ඵාට කියලදුනේ කියව කියව ඉන්න නෙමෙයි. පිලිපදින්න. කියව කියව සජ්ජායනය කර කර හිටිය කියල නිබ්බාන ගමී වෙන්න නෑ..,YES,බුදුපියාණන් මේ ගථා ඵාට කියලදුනේ කියව කියව ඉන්න නෙමෙයි  පිලිපදින්න  කියව කියව සජ්ජායනය කර කර හිටිය කියල නිබ්බාන ගමී වෙන්න නෑ  
1505,1506,ආතල් දන්නැති පක්කු මේකට රිංගුවම මේක වෙනවා,YES,ආතල් දන්නැති පක්කු මේකට රිංගුවම මේක වෙනවා
1507,1508,ලංකාවේ ඉන්නේ බුදු බණට හීලෑ උනු යක්කු නෙමෙයි..වැදි බනට හීලෑ උනු පක්කු.. පැනියාගෙන් උපුටා ගැනීමකි...,YES,ලංකාවේ ඉන්නේ බුදු බණට හීලෑ උනු යක්කු නෙමෙයි  වැදි බනට හීලෑ උනු පක්කු   පැනියාගෙන් උපුටා ගැනීමකි   
1508,1509,ටෞකණ්ඩ මේ ඇත්තටම උඹද? වරත්තු ෆේක් පක්කු හැම තැනම. ඒකයි ඇහුවේ,YES,ටෞකණ්ඩ මේ ඇත්තටම උඹද  වරත්තු ෆේක් පක්කු හැම තැනම  ඒකයි ඇහුවේ
1512,1513,මම මේකට උත්තර දෙන එකත් මැද්දෙන් පැන්නා වගේ වැඩක් තමයි. ඒ උනාට කියන්න හිතුනා ඇත්තම ඇත්ත කතාව.සමහර පක්කු අපි මොනවා හරි අපිට අදාළ දෙයක්ගැන ලස්සන කතාවක් යනකොට මැද්දෙන් පැනලා අබලින් වෙන්නයනවා.එහෙම නැත්නම් අපි ගොතන කතාවට හාත්පසින්ම වෙනස් කුණුහරුපයක් ගැන රට පුරා රාවේ යවනවා.ඇයි බං එහෙම?,YES,මම මේකට උත්තර දෙන එකත් මැද්දෙන් පැන්නා වගේ වැඩක් තමයි  ඒ උනාට කියන්න හිතුනා ඇත්තම ඇත්ත කතාව සමහර පක්කු අපි මොනවා හරි අපිට අදාළ දෙයක්ගැන ලස්සන කතාවක් යනකොට මැද්දෙන් පැනලා අබලින් වෙන්නයනවා එහෙම නැත්නම් අපි ගොතන කතාවට හාත්පසින්ම වෙනස් කුණුහරුපයක් ගැන රට පුරා රාවේ යවනවා ඇයි බං එහෙම 
1513,1514,"මිනිස්සු ආතල් එකේ ඉන්නවට මං පට්ට කැමතියි. . හැබැයි මං දන්න කියන උන් කොහෙවත් ඉන්න ගොං වේස පක්කු එක්ක සෙට් වෙලා මගෙන් ආතල් ගන්නවට මං කැමති නෑ. . . මං දෙන ආතල් වෙනයි, මගෙන් ආතල් ගන්න එක වෙනයි !",YES,මිනිස්සු ආතල් එකේ ඉන්නවට මං පට්ට කැමතියි    හැබැයි මං දන්න කියන උන් කොහෙවත් ඉන්න ගොං වේස පක්කු එක්ක සෙට් වෙලා මගෙන් ආතල් ගන්නවට මං කැමති නෑ      මං දෙන ආතල් වෙනයි  මගෙන් ආතල් ගන්න එක වෙනයි  
1514,1515,ඇමති පකෙක් එන්න හයිවේ එන්‍ට්‍රන්ස් එකේ ලේන් එකක් ම වහලා. ගොන් පක්කු,YES,ඇමති පකෙක් එන්න හයිවේ එන්‍ට්‍රන්ස් එකේ ලේන් එකක් ම වහලා  ගොන් පක්කු
1515,1516,සීරියස් දෙයක් කිව්වම ජෝක් ගන්න ජෝක් එකක් කිව්වම සීරියස් ගන්න මන්ද මානසික පක්කු මාව අන්ෆොලෝ කරාට කමක් නෑ.එක්කෝ බ්ලොක් කරලම දාපිය.,YES,සීරියස් දෙයක් කිව්වම ජෝක් ගන්න ජෝක් එකක් කිව්වම සීරියස් ගන්න මන්ද මානසික පක්කු මාව අන්ෆොලෝ කරාට කමක් නෑ එක්කෝ බ්ලොක් කරලම දාපිය 
1517,1518,අනික් උන්ගේ ෆෝන් වලට එබෙන පක්කු !,YES,අනික් උන්ගේ ෆෝන් වලට එබෙන පක්කු  
1518,1519,මානසික අවුල් හමුවේ ජීවීතය පැරදුන උන් ගැන ටෝක් දෙන්නට ගොන් පක්කු බොහෝය. නමුත් එවන් අවුල් හමුවේ ජීවිතය දිනූ මිනිසුන් ගැන කතා කරන්නට එකෙක් නැත,YES,මානසික අවුල් හමුවේ ජීවීතය පැරදුන උන් ගැන ටෝක් දෙන්නට ගොන් පක්කු බොහෝය  නමුත් එවන් අවුල් හමුවේ ජීවිතය දිනූ මිනිසුන් ගැන කතා කරන්නට එකෙක් නැත
1520,1521,නැට්ටට හරියට කිරි එරෙන්නෙවත් නැති සමහර පොඩි පක්කු ඇත්තටම හෙන පව්. දෙමව්පියො ෆෝන් එකක් අරං දුන්නම උන් හිතන්නේ උන් තමයි නියම අයියලා කියලා,YES,නැට්ටට හරියට කිරි එරෙන්නෙවත් නැති සමහර පොඩි පක්කු ඇත්තටම හෙන පව්  දෙමව්පියො ෆෝන් එකක් අරං දුන්නම උන් හිතන්නේ උන් තමයි නියම අයියලා කියලා
1521,1522,ඉන්දියාවේ පක්කු අපිට ඇම්බියුලන්ස් දෙනවා. උන්ගේ රටේ මිනිස්සු ඇම්බියුලන්ස් නැතිව මිනී කරේ තියං යනවා.,YES,ඉන්දියාවේ පක්කු අපිට ඇම්බියුලන්ස් දෙනවා  උන්ගේ රටේ මිනිස්සු ඇම්බියුලන්ස් නැතිව මිනී කරේ තියං යනවා 
1523,1524,ආවා නම් වැඩේ කරං පලයංකෝ එක එක රෙද්දවල් හොයන්නේ නැතිව.. මේ ඉන්දියන් පක්කු....,YES,ආවා නම් වැඩේ කරං පලයංකෝ එක එක රෙද්දවල් හොයන්නේ නැතිව   මේ ඉන්දියන් පක්කු    
1526,1527,චන්ද්‍රග්‍රහණයක් වෙලා අන්න බන්ඩාරනායක නෝනට ටෞකන වලව් පක්කු,YES,චන්ද්‍රග්‍රහණයක් වෙලා අන්න බන්ඩාරනායක නෝනට ටෞකන වලව් පක්කු
