,PhraseNo,Phrase,IsHateSpeech,cleaned_phrase
1610,1611,නියමයි.අද රට කන මෙි ගොන්නුන්ගෙන් සමිමාන නොගෙන එය ජේෂ්ඨ කලාකරුවකුගේ අතින් ඉල්ලාලබාගැනිමට එඩිතර උන උබලාට ⁣අපගේ පුණාමය .කවුද?මෙි කලාකරුවන් .දන්නවනමි Telephone noඑවන්න.,YES,නියමයි අද රට කන මෙි ගොන්නුන්ගෙන් සමිමාන නොගෙන එය ජේෂ්ඨ කලාකරුවකුගේ අතින් ඉල්ලාලබාගැනිමට එඩිතර උන උබලාට ⁣අපගේ පුණාමය  කවුද මෙි කලාකරුවන්  දන්නවනමි Telephone noඑවන්න 
1612,1613,"ඔවුන් සිතන්නේ වැඩවසම් යුගය තාමත් තියෙනවා කියලයි. අපේ නිවට ජාතියත් කටයුතු කරන්නේත් ඒවගේමයි . අපේ පැරන්නන්ගේ අභිතබව, තාක්ෂණය දැණුමින් පෝෂණය ලත් ඉතිහාසය මත යැපෙනවා මිස, ලාංකිකයන් ලෙස අ⁣පේ පරම්පරාවෙන් අප මොනවද කළේ. රටටත් නැහ, ජාතියටත් නැහ. Ltte යුද්ධය දින්නා , රට වික්කා. පාට කන්නාඩි වලින් බලනතාක් සැබැපාට අපට නොපේනේවි. පාට කන්නාඩි ගලවා බලනදාට අපට සැබැපාට පෙනෙවි. ඊට සුදානමක් ඇතිවු බවක් නම් මෙය ..",YES,ඔවුන් සිතන්නේ වැඩවසම් යුගය තාමත් තියෙනවා කියලයි  අපේ නිවට ජාතියත් කටයුතු කරන්නේත් ඒවගේමයි   අපේ පැරන්නන්ගේ අභිතබව  තාක්ෂණය දැණුමින් පෝෂණය ලත් ඉතිහාසය මත යැපෙනවා මිස  ලාංකිකයන් ලෙස අ⁣පේ පරම්පරාවෙන් අප මොනවද කළේ  රටටත් නැහ  ජාතියටත් නැහ  Ltte යුද්ධය දින්නා   රට වික්කා  පාට කන්නාඩි වලින් බලනතාක් සැබැපාට අපට නොපේනේවි  පාට කන්නාඩි ගලවා බලනදාට අපට සැබැපාට පෙනෙවි  ඊට සුදානමක් ඇතිවු බවක් නම් මෙය   
1615,1616,oya haadaya giya tikema koti nidahas karanna kiyala kaa gahapu jeppek. uge prof. eka balannako. etakota terei. fedaral deeganna bari una dukatai ranila elawapu dukatai porak wenna hadapu ekek. mu mona nalakaruwoda. ganja gagaha kotuwe avidina un. otana moka hitiyath manussakamata atha dunnam. atha dena eka manussakama. mamanam dakinne oka gobba kama uge.,YES,oya haadaya giya tikema koti nidahas karanna kiyala kaa gahapu jeppek  uge prof  eka balannako  etakota terei  fedaral deeganna bari una dukatai ranila elawapu dukatai porak wenna hadapu ekek  mu mona nalakaruwoda  ganja gagaha kotuwe avidina un  otana moka hitiyath manussakamata atha dunnam  atha dena eka manussakama  mamanam dakinne oka gobba kama uge 
1616,1617,Yako oka ponna kama. Dan un gaththena kiyala wenasak nane. Anika unp eke salliwalatai un yata une ubala hithanawada un bokkenma karapu deyak kiyala. Paka thamai. Anika mu kala karuwoda ban.,YES,Yako oka ponna kama  Dan un gaththena kiyala wenasak nane  Anika unp eke salliwalatai un yata une ubala hithanawada un bokkenma karapu deyak kiyala  Paka thamai  Anika mu kala karuwoda ban 
1617,1618,අලුත් පරපුරේ අය...ඒ විදිහට සම්මානය ගන්නත් ඩොලර් කියක් ngo වලින් ගත්තද දන්නේ නැහැ.....ඌ වගේ මානසික රෝග තියෙන ඔලුව ඉදිමුන කලාකාරයෝ තවත් ඉන්නවා.... මුලු උත්සවය අවර්නවත් කල..දේශපාලනයයි කලාවයි පැටලි ඇති මේ පිස්සන් දෙන්නට යහපතක්ම වේවා...,YES,අලුත් පරපුරේ අය   ඒ විදිහට සම්මානය ගන්නත් ඩොලර් කියක් ngo වලින් ගත්තද දන්නේ නැහැ     ඌ වගේ මානසික රෝග තියෙන ඔලුව ඉදිමුන කලාකාරයෝ තවත් ඉන්නවා     මුලු උත්සවය අවර්නවත් කල  දේශපාලනයයි කලාවයි පැටලි ඇති මේ පිස්සන් දෙන්නට යහපතක්ම වේවා   
1620,1621,Boru sho..munge nugath kama pennuwe ..nihatamanikamak nathi kalakanni..kalakuwantat agawrawayak me wage un..,YES,Boru sho  munge nugath kama pennuwe   nihatamanikamak nathi kalakanni  kalakuwantat agawrawayak me wage un  
1623,1624,Me vage adu manaseeka leddu aii sammana denne..hari nam thahanam karanna one.ehema karapu eka varadii oka karala ekala balaporoththu wenne mokakkda..loku vadak kara vage wi fi valata chande dunne me vage pakku thama..Thu nodakin,YES,Me vage adu manaseeka leddu aii sammana denne  hari nam thahanam karanna one ehema karapu eka varadii oka karala ekala balaporoththu wenne mokakkda  loku vadak kara vage wi fi valata chande dunne me vage pakku thama  Thu nodakin
1626,1627,Yakooo me apee un.niyamai aiyee malliye karapu wade.supiri.kariyanta ridennama deela thiyenawa,YES,Yakooo me apee un niyamai aiyee malliye karapu wade supiri kariyanta ridennama deela thiyenawa
1627,1628,Mewa gobba weda ban desapalanayata kade yama saha athata atha dimai kiyanne dekak anika desapalakayata wirodaya panne thawa ekekta kade yanagaman newe,YES,Mewa gobba weda ban desapalanayata kade yama saha athata atha dimai kiyanne dekak anika desapalakayata wirodaya panne thawa ekekta kade yanagaman newe
1628,1629,Eka patta.gammap pilayage athin sammana ganna u mokekda .sriyantha mendis wage kalawe wadakarayo innakota.gammap pilaya jathi wade aussa aussa un bale radenna hadana ekane un karanne.,YES,Eka patta gammap pilayage athin sammana ganna u mokekda  sriyantha mendis wage kalawe wadakarayo innakota gammap pilaya jathi wade aussa aussa un bale radenna hadana ekane un karanne 
1629,1630,Deshapalanayo kiyanne HORUN....mungawa award ganna kelling minihekta lejjai!!!,YES,Deshapalanayo kiyanne HORUN    mungawa award ganna kelling minihekta lejjai   
1630,1631,mun sinhalainta waira karana eun kan ahenna nathi un kiyawai ithin. dumindala nam kolati na kiyala apith dannawa methana thiyenna sinhala jathiyata waira karana unge seen ekak.,YES,mun sinhalainta waira karana eun kan ahenna nathi un kiyawai ithin  dumindala nam kolati na kiyala apith dannawa methana thiyenna sinhala jathiyata waira karana unge seen ekak 
1634,1635,Kalakaruwo kiyanne thamange gedarata aradana karala minissunta gahana jathiye ponna jathiyakda.,YES,Kalakaruwo kiyanne thamange gedarata aradana karala minissunta gahana jathiye ponna jathiyakda 
1635,1636,Ayee jiwitheta oya wage unta sammana denna hoda nahe...Ounta aye sammanayak hambenna wath epa kiyala hada wathinma parthana karanawa......kata unath garu kranna danne nethi ponna kuhakayoooo,YES,Ayee jiwitheta oya wage unta sammana denna hoda nahe   Ounta aye sammanayak hambenna wath epa kiyala hada wathinma parthana karanawa      kata unath garu kranna danne nethi ponna kuhakayoooo
1637,1638,Oka unp ekek dunna dawasatath okama kaloth witharak i salute him . Mokada mu unp ho jvp karek wennath puluwan nisa .,YES,Oka unp ekek dunna dawasatath okama kaloth witharak i salute him   Mokada mu unp ho jvp karek wennath puluwan nisa  
1640,1641,Meka nohikmunu tharuna madaya....meunta wadihitiyanta salakana hati thiya wadagath thanakata wadagath widiyata ena widiyath amathaka wela....mewa demaupiyange waradi....,YES,Meka nohikmunu tharuna madaya    meunta wadihitiyanta salakana hati thiya wadagath thanakata wadagath widiyata ena widiyath amathaka wela    mewa demaupiyange waradi    
1641,1642,Mona ponna කලාකරුවන් da mun ammata hukawanna thiyena aruta kariya,YES,Mona ponna කලාකරුවන් da mun ammata hukawanna thiyena aruta kariya
1642,1643,Gothrikayonta therenne na... wahal manasikathwayen midenna amarui. Midunu daata ape rata diyunuy. Aakalpa walin. Jaya wewa !!,YES,Gothrikayonta therenne na    wahal manasikathwayen midenna amarui  Midunu daata ape rata diyunuy  Aakalpa walin  Jaya wewa   
1643,1644,Meketh innawa desapaluwonge puka hodana un unta jarawa modda kiyala aduraganna ba ekai unta desapaluwo gana kakkumen dagalanne,YES,Meketh innawa desapaluwonge puka hodana un unta jarawa modda kiyala aduraganna ba ekai unta desapaluwo gana kakkumen dagalanne
1644,1645,Niyamai karapu wade wasiyata desapaluwonge pukath hodana un inna rataka mewage kollo niyama padamak kiyala denawa desapaluwonta dusithayo atthatama desa paluwo harima appriyai unwa ganan noganna taramata jarewen un wahila iwarai,YES,Niyamai karapu wade wasiyata desapaluwonge pukath hodana un inna rataka mewage kollo niyama padamak kiyala denawa desapaluwonta dusithayo atthatama desa paluwo harima appriyai unwa ganan noganna taramata jarewen un wahila iwarai
1656,1657,මේ බල්ලෝ හිතාගෙන ඉන්නේ මුන්ගේ දේපල කියලා. කාලකන්නි ඇත්තේ 8 fail බල්ලෝ කසිප්පු කාරයෝ කුඩුකාරයෝ හිඟන බල්ලෝ තෝ මේ කරන්නෙ පොදු දේපල වලට හාණි.,YES,මේ බල්ලෝ හිතාගෙන ඉන්නේ මුන්ගේ දේපල කියලා  කාලකන්නි ඇත්තේ 8 fail බල්ලෝ කසිප්පු කාරයෝ කුඩුකාරයෝ හිඟන බල්ලෝ තෝ මේ කරන්නෙ පොදු දේපල වලට හාණි 
1657,1658,Munge ගෙවල් වලින් අරන් awa wage kadanne mona jara minissuda,YES,Munge ගෙවල් වලින් අරන් awa wage kadanne mona jara minissuda
1665,1666,Podi minihek jeewathwenna gahakin gediyak kadan kewath hire dana me wage kalakanni podu depala winasa karanakota balan inna pake niwata asikkitha ratak lankawa..thu nodakin..,YES,Podi minihek jeewathwenna gahakin gediyak kadan kewath hire dana me wage kalakanni podu depala winasa karanakota balan inna pake niwata asikkitha ratak lankawa  thu nodakin  
1666,1667,"Munta anik ratawal wala wage elawa elawa gahanna thiwnanam owa oma wenne na.eth ape rate wahal manasikathwaya thiyana un ekka eka kawadawath wenne na..bayiyanta penne unp unge weradi witharayi.toyiyanta penne bayiyange weradi witarayi.jvp unta penne unp jvp unge weradi witarayi.Rate karumeta paksha , paksha badagena nathi swadeena matha daaariyo harima wiralayi..",YES,Munta anik ratawal wala wage elawa elawa gahanna thiwnanam owa oma wenne na eth ape rate wahal manasikathwaya thiyana un ekka eka kawadawath wenne na  bayiyanta penne unp unge weradi witharayi toyiyanta penne bayiyange weradi witarayi jvp unta penne unp jvp unge weradi witarayi Rate karumeta paksha   paksha badagena nathi swadeena matha daaariyo harima wiralayi  
1668,1669,Awajathaka heththa.....munta chande dena apitama thama gaha ganna oni.....,YES,Awajathaka heththa     munta chande dena apitama thama gaha ganna oni     
1670,1671,"අප්පච්චිගෙ කටු කන බල්ලෙක් වූ Aprasanna Ranaweera,පාර්ලිමේන්තුවෙන් වහා පන්නා දැමිය යුතු මේ මොංගල් අප්‍රසන්න රණවීර.අර අහක ඉන්න නිරායුධ පොලිසියට කනේ පාරකුත් ගහලා මදිවට මිරිස් කුඩුත් ගහනවා පකයා..මුන්ට ආයෙ බලය ගියොත් කොහොමද..??",YES,අප්පච්චිගෙ කටු කන බල්ලෙක් වූ Aprasanna Ranaweera පාර්ලිමේන්තුවෙන් වහා පන්නා දැමිය යුතු මේ මොංගල් අප්‍රසන්න රණවීර අර අහක ඉන්න නිරායුධ පොලිසියට කනේ පාරකුත් ගහලා මදිවට මිරිස් කුඩුත් ගහනවා පකයා  මුන්ට ආයෙ බලය ගියොත් කොහොමද    
1671,1672,Okata gihin gahala wadak na. Okata okunwa yawwe apima thama. Ithin okun wage unge boru katha walata rawatila chande dunna minissuntamai gahanna one.,YES,Okata gihin gahala wadak na  Okata okunwa yawwe apima thama  Ithin okun wage unge boru katha walata rawatila chande dunna minissuntamai gahanna one 
1679,1680,Mona pakaya hada kauwada danne Na.ath me rata nidahas kara gaththa me wage minihek gen athal ganna apa,YES,Mona pakaya hada kauwada danne Na ath me rata nidahas kara gaththa me wage minihek gen athal ganna apa
1691,1692,ඔක්කොම aka පාරටම meranna විදියක් thibunan nam.....keeyak ගියත් kemakna gawall idam උගස් තියල හරි lankawa මිනිස්සු selle daei......aatharam ආදරෙයි munta.....කාලකණ්ණි,YES,ඔක්කොම aka පාරටම meranna විදියක් thibunan nam     keeyak ගියත් kemakna gawall idam උගස් තියල හරි lankawa මිනිස්සු selle daei      aatharam ආදරෙයි munta     කාලකණ්ණි
1692,1693,munta puluvanda rata hadanna gahanna oni bombayak ivarayak venna,YES,munta puluvanda rata hadanna gahanna oni bombayak ivarayak venna
1693,1694,mun tika raten pita kalanam ape rata awrudu 5kin amarikawath salli walata gannawa yku,YES,mun tika raten pita kalanam ape rata awrudu 5kin amarikawath salli walata gannawa yku
1694,1695,"Api....udara rataka...sheshta ithihasayak athi...namuth ..dan...harak ralakin palanaya wana....kala kanni ....jathiyak wemu....nathida mekata wisadumak... ek wanta apita....singha la rataka...Buddagama rakena...eth anith jathin raka gena....sri lankan tamil...,sri lankan muslim wela...loketa shakthimath jathiyak lesain ...naya nathi...heta ipadena ..Daruwan wenuwen wath..Enna ,nagitinna sihalune...pera lesin..elawamu munwa,...rathu ,kola,nil paseka la...raka gamu mau bima....",YES,Api    udara rataka   sheshta ithihasayak athi   namuth   dan   harak ralakin palanaya wana    kala kanni     jathiyak wemu    nathida mekata wisadumak    ek wanta apita    singha la rataka   Buddagama rakena   eth anith jathin raka gena    sri lankan tamil    sri lankan muslim wela   loketa shakthimath jathiyak lesain    naya nathi   heta ipadena   Daruwan wenuwen wath  Enna  nagitinna sihalune   pera lesin  elawamu munwa    rathu  kola nil paseka la   raka gamu mau bima    
1695,1696,Rata vinasa krna nuugathun piri center 1k lesy pitarata aya dan hithanne...meyala hodha balu natum natala pennuvane neda??,YES,Rata vinasa krna nuugathun piri center 1k lesy pitarata aya dan hithanne   meyala hodha balu natum natala pennuvane neda  
1697,1698,මේ මීහරක් 225ම ඇතුලේ ඉද්දි plan කරලා බෝම්බයක් ගහන්න එකෙක් නෑ නේ අම්මාපා,YES,මේ මීහරක් 225ම ඇතුලේ ඉද්දි plan කරලා බෝම්බයක් ගහන්න එකෙක් නෑ නේ අම්මාපා
1698,1699,Munta laksa ganan ape mudal walin kala bila thela hadila balayata thanhawe ekata eka mara ganna hadanawa okun ratata gathiyata adareta nowei mara ganna hadanne unge madiya thara kara ganna meka ape minissu hithanne nane chandayath thiwoth mun othanata nowei yawanna ona gedaramai meeharak hathta,YES,Munta laksa ganan ape mudal walin kala bila thela hadila balayata thanhawe ekata eka mara ganna hadanawa okun ratata gathiyata adareta nowei mara ganna hadanne unge madiya thara kara ganna meka ape minissu hithanne nane chandayath thiwoth mun othanata nowei yawanna ona gedaramai meeharak hathta
1699,1700,"Ai rata wenas Karanna Bari NAGAHA NANDA WAGE HONDA UGATHEKUATA, KELIN SADARAMWA KATHA KARANA KENEK TA thamange manape Dena eka watinawa neda. Me wage horunta denawata wada",YES,Ai rata wenas Karanna Bari NAGAHA NANDA WAGE HONDA UGATHEKUATA  KELIN SADARAMWA KATHA KARANA KENEK TA thamange manape Dena eka watinawa neda  Me wage horunta denawata wada
1700,1701,Eithin yako munwa FCID ekata arrested karala munwa supreme Court dala justice eka procedure karanawako horunta Sapa gana ratawala maliga gahana API unta taxes gewana ona kalakani kambi horu munta kisima ledak wath hadila hell Yana ne ne gin karma gewana shit,YES,Eithin yako munwa FCID ekata arrested karala munwa supreme Court dala justice eka procedure karanawako horunta Sapa gana ratawala maliga gahana API unta taxes gewana ona kalakani kambi horu munta kisima ledak wath hadila hell Yana ne ne gin karma gewana shit
1702,1703,Bin laden hitiyanam ammapa contrac eka denna tibuna depathtenma gahanna bomb purawapu plane dekak in parlimentuwata mun tika mara la danna,YES,Bin laden hitiyanam ammapa contrac eka denna tibuna depathtenma gahanna bomb purawapu plane dekak in parlimentuwata mun tika mara la danna
1704,1705,Mama hithuveth hamadenama katha venneth munta bombayak gahala aluth kandayamak thiraganna ona kiyana eka thamai,YES,Mama hithuveth hamadenama katha venneth munta bombayak gahala aluth kandayamak thiraganna ona kiyana eka thamai
1705,1706,Kalakanni ballone thopita rata hadanna oninam mokatada pil bedili ekathuwela hadapiyauko para ballo,YES,Kalakanni ballone thopita rata hadanna oninam mokatada pil bedili ekathuwela hadapiyauko para ballo
1706,1707,"Pau kara kalakannima hetikaraya , pallma pall hora awastawadi musalayo .",YES,Pau kara kalakannima hetikaraya   pallma pall hora awastawadi musalayo  
1716,1717,ප්‍රසිද්දියට හරි මාර්කටින් වලට හරි උඹලා යකො උඹලගේ එකාගෙම ගු ගානවනේ .... උඹලට කරන්න තිබ්බේ මෙහෙම පියුමි හන්සමාලි ඇතුලු තවත් Set එකක් හසිනිට සහ විශ්වට පහු ගිය දවස් ටිකේ බැනවැද රෙද්දක් ඇදන් Wedding එකට ගිය හැටි මෙන්න කියලා වගේ video එකක්.,YES,ප්‍රසිද්දියට හරි මාර්කටින් වලට හරි උඹලා යකො උඹලගේ එකාගෙම ගු ගානවනේ      උඹලට කරන්න තිබ්බේ මෙහෙම පියුමි හන්සමාලි ඇතුලු තවත් Set එකක් හසිනිට සහ විශ්වට පහු ගිය දවස් ටිකේ බැනවැද රෙද්දක් ඇදන් Wedding එකට ගිය හැටි මෙන්න කියලා වගේ video එකක් 
1717,1718,Me හිටපු aya ලිංගික මානසික ආතතියෙන් පෙළෙන ආය කියලා හිතන්නේ mama විතරද,YES,Me හිටපු aya ලිංගික මානසික ආතතියෙන් පෙළෙන ආය කියලා හිතන්නේ mama විතරද
1724,1725,Ammo පපුව පිච්චිලා ගියා... හැමදාමත් ඔයවගේ සතුටින්.. ඉන්න ඕනී... බුදුසරණයි ....,NO,Ammo පපුව පිච්චිලා ගියා    හැමදාමත් ඔයවගේ සතුටින්   ඉන්න ඕනී    බුදුසරණයි     
1733,1734,Wisuruwala newei ras karala pupurawanna ona,YES,Wisuruwala newei ras karala pupurawanna ona
1736,1737,"යකෝ මූ දුවනකොට කකුලක් දාපිය වැටෙන්න ...ගොබ්බයො වගේ පන්නනව.....මොකො red,card දෙනවයෑ..",YES,යකෝ මූ දුවනකොට කකුලක් දාපිය වැටෙන්න    ගොබ්බයො වගේ පන්නනව     මොකො red card දෙනවයෑ  
1739,1740,Mu රගර් gahapu ekekda kohedooo..kohomada line eke jump eka,NO,Mu රගර් gahapu ekekda kohedooo  kohomada line eke jump eka
1745,1746,මිට කලින් දැකලා නෑ තමයි මේ වගේ සමනල Admin කෙනෙක්..,YES,මිට කලින් දැකලා නෑ තමයි මේ වගේ සමනල Admin කෙනෙක්  
1755,1756,yako tho puka dipan aliyala..yuddayak nethi karapu gena hithapa.ekai rate minissu nidahase inne..gas buruwa...tho..,YES,yako tho puka dipan aliyala  yuddayak nethi karapu gena hithapa ekai rate minissu nidahase inne  gas buruwa   tho  
1758,1759,Ai ban unp un chandyakata baya kepuwat kola kiyana harak tama unp ekata kade yanne mokda meccara ratata kelawapu raniltane mun kade yanne lajjai bn,YES,Ai ban unp un chandyakata baya kepuwat kola kiyana harak tama unp ekata kade yanne mokda meccara ratata kelawapu raniltane mun kade yanne lajjai bn
1759,1760,Ithin ara ranil kiyana lokuma pissai fb eke hitiya 100%niweradi leader knk balaporoththu wechchi pattama gon adminla tikai nisa thama me! Kalakanni thopita dn wenasa sepada?apida sirawa genawe?wesa heththata rate thiyena wena kisima prashnayak lokuth ne mathakath ne ponna unp heththa,YES,Ithin ara ranil kiyana lokuma pissai fb eke hitiya 100 niweradi leader knk balaporoththu wechchi pattama gon adminla tikai nisa thama me  Kalakanni thopita dn wenasa sepada apida sirawa genawe wesa heththata rate thiyena wena kisima prashnayak lokuth ne mathakath ne ponna unp heththa
1762,1763,Mokaedda mme kala kaniyek ai yako eka wisuruwama baya hitapalla 5pennenna danwath ara bahirawayata arliyagahamaduren yanna kiyapalla,YES,Mokaedda mme kala kaniyek ai yako eka wisuruwama baya hitapalla 5pennenna danwath ara bahirawayata arliyagahamaduren yanna kiyapalla
1763,1764,Mita goda kelakata kalin ada me una de NM perera mahaththya deka ahuwalu pissek Janadhipathi unoth mokada karanne kiyala...E e wiwasthawa dekala...,YES,Mita goda kelakata kalin ada me una de NM perera mahaththya deka ahuwalu pissek Janadhipathi unoth mokada karanne kiyala   E e wiwasthawa dekala   
1765,1766,Pala pala muhudu higanna ubala kade yanne ratakata hodak wena dekata neme ubala salli maththema merena huththige puthalaa,YES,Pala pala muhudu higanna ubala kade yanne ratakata hodak wena dekata neme ubala salli maththema merena huththige puthalaa
1766,1767,Salli malu delath ganna bari una bahuthare pissu pakayata una hadenawa u n p karayo akathu unama.,YES,Salli malu delath ganna bari una bahuthare pissu pakayata una hadenawa u n p karayo akathu unama 
1767,1768,Pissu hedanawa toge pake pag eka unp ekaka kiyala dannawanam oka balannewat ne den fb eka adan netuwa ammage thurulata wela adapan samanalayooo,YES,Pissu hedanawa toge pake pag eka unp ekaka kiyala dannawanam oka balannewat ne den fb eka adan netuwa ammage thurulata wela adapan samanalayooo
1768,1769,"Jonstan, wimal, mahindananda, dilan, SB, raajitha, mangala, rishad, ranil.... mun wage eun kohomat pannanna one!!!",YES,Jonstan  wimal  mahindananda  dilan  SB  raajitha  mangala  rishad  ranil     mun wage eun kohomat pannanna one   
1769,1770,pissek nikamma janadipathi une ne.me rate ithama buddimath desapalathnayo set ekak ekathuwela me pissa pudu apekshakaya kale mataka nedda? ita passe thamai me rate 62k sayaka buddimath janathawa pissata chande dunne. amathaka karanna epa.amathaka kaloth oyala okkotoma pissu kiyala hithai.,YES,pissek nikamma janadipathi une ne me rate ithama buddimath desapalathnayo set ekak ekathuwela me pissa pudu apekshakaya kale mataka nedda  ita passe thamai me rate 62k sayaka buddimath janathawa pissata chande dunne  amathaka karanna epa amathaka kaloth oyala okkotoma pissu kiyala hithai 
1770,1771,ඕනම Dialog Phone එකකින් දැන් බලන්න පුලුවන් Data වලට සල්ලි වියදම් කරන්නේ නැතිව පැය 24ම MyTv ඔස්සේ.,NO,ඕනම Dialog Phone එකකින් දැන් බලන්න පුලුවන් Data වලට සල්ලි වියදම් කරන්නේ නැතිව පැය 24ම MyTv ඔස්සේ 
1771,1772,munva melokayata jataka karpu demaupiyange veradda.putha,YES,munva melokayata jataka karpu demaupiyange veradda putha
1773,1774,යාලුවනේ මගේ youtube channel එක subcribe කරන්න,NO,යාලුවනේ මගේ youtube channel එක subcribe කරන්න
1780,1781,Meka magull geyak nema badu pott ekak,YES,Meka magull geyak nema badu pott ekak
1781,1782,Nodakin lankawe inna hodama wesiyo taka,YES,Nodakin lankawe inna hodama wesiyo taka
1783,1784,මේ මොන හුත්තක්ද මේ.. කොහෙවත් යන උන්ගෙ wedding එකක් හින්දා වස්තිලගෙ video එක තාම trending 1 ඇවිල්ලා නෑ.. මේ NOIZE tv එකට ගොන් බඩු form කරනව ඇරෙන්න වෙන වැඩක් නැද්ද ඇත්තටම??,YES,මේ මොන හුත්තක්ද මේ   කොහෙවත් යන උන්ගෙ wedding එකක් හින්දා වස්තිලගෙ video එක තාම trending 1 ඇවිල්ලා නෑ   මේ NOIZE tv එකට ගොන් බඩු form කරනව ඇරෙන්න වෙන වැඩක් නැද්ද ඇත්තටම  
1787,1788,Wadagath news tiyenawa nam dapan mchan me wage chater ewa noda,YES,Wadagath news tiyenawa nam dapan mchan me wage chater ewa noda
1789,1790,Munta hikennama Gahanna Ona. Munthamai Dan hadena lamai narakkaranne,YES,Munta hikennama Gahanna Ona  Munthamai Dan hadena lamai narakkaranne
1790,1791,mun badina unta harak paiyyak welala puke arinta one.yako mun ganu wage inna pirimi yako,YES,mun badina unta harak paiyyak welala puke arinta one yako mun ganu wage inna pirimi yako
1791,1792,Lankawe hodama gone badu tikai e mada inna buruwo tikai,YES,Lankawe hodama gone badu tikai e mada inna buruwo tikai
1797,1798,Samanalayoi ganikawoi akata akathu wechcha samajayak,YES,Samanalayoi ganikawoi akata akathu wechcha samajayak
1798,1799,Nodakin kalakaniyo ratama kanaws wesa badu,YES,Nodakin kalakaniyo ratama kanaws wesa badu
1799,1800,Ganikawo tika eka thenakata set wela. ganika wedding ekakata,YES,Ganikawo tika eka thenakata set wela  ganika wedding ekakata
1800,1801,Baduwak bandagatthama oka wenawa kiyala amuthuwen ugannanna oneda bn,YES,Baduwak bandagatthama oka wenawa kiyala amuthuwen ugannanna oneda bn
1801,1802,mun hari asawen inne adagahapu gaman sari galawanna wesiyo,YES,mun hari asawen inne adagahapu gaman sari galawanna wesiyo
1802,1803,Meka me magulak newe kudu badu wesa atal 1k iyaaaa filt,YES,Meka me magulak newe kudu badu wesa atal 1k iyaaaa filt
1804,1805,raj pakayata hena hatha gahapan kiyala hithana eun me comment ekata like karanda,YES,raj pakayata hena hatha gahapan kiyala hithana eun me comment ekata like karanda
1805,1806,Api.punnci.rate.kare.ganikaveyo.kollani.prewesam.weyaw.tana.dekapennala.lannwenna.yanne.hukaala.aennwayau.kare.gahaganne.apa.,YES,Api punnci rate kare ganikaveyo kollani prewesam weyaw tana dekapennala lannwenna yanne hukaala aennwayau kare gahaganne apa 
1807,1808,"melo rahak na,apita adala nane anunge reddawal",YES,melo rahak na apita adala nane anunge reddawal
1808,1809,මේක fill T ගේ අලුත් විඩියෝ එකේ සීන් එක.. නිකන් ඉරාජ් ගේ මනමාලි විඩියෝ එක එන්න කලීන් දාපූ සීන් එක වගේ.. මොනවා උනත් සූපා...!! Good luck. iraj and fill T,YES,මේක fill T ගේ අලුත් විඩියෝ එකේ සීන් එක   නිකන් ඉරාජ් ගේ මනමාලි විඩියෝ එක එන්න කලීන් දාපූ සීන් එක වගේ   මොනවා උනත් සූපා      Good luck  iraj and fill T
1809,1810,Matath me wedin ekata awanm baduwak gahanda thibani...,YES,Matath me wedin ekata awanm baduwak gahanda thibani   
1810,1811,Mun nam patta wesiyo tikak .ai mewata wiruddawa piyawarak ganna bari .mun ganu sanhayhiyatama lajjawak .mulu ratatama pililayak,YES,Mun nam patta wesiyo tikak  ai mewata wiruddawa piyawarak ganna bari  mun ganu sanhayhiyatama lajjawak  mulu ratatama pililayak
1812,1813,Salli hoyaganda hinda karana rangapamak m kawda bn naththang msg wala screenshot gahala yourube channel walata daaanne. Noize tvth danagena karana harak wada bn lankawe harak tika serama ithin kata aran balan hitu dan mun okkoma ekam nattiye naluwo,YES,Salli hoyaganda hinda karana rangapamak m kawda bn naththang msg wala screenshot gahala yourube channel walata daaanne  Noize tvth danagena karana harak wada bn lankawe harak tika serama ithin kata aran balan hitu dan mun okkoma ekam nattiye naluwo
1813,1814,Bro othana siduvenne maru gehilak. uge kella mu gahanava.muge kellath aru ghana othana innawa oka ban appa dana set ekkak,YES,Bro othana siduvenne maru gehilak  uge kella mu gahanava muge kellath aru ghana othana innawa oka ban appa dana set ekkak
1814,1815,me inne 3 weni loke ratak kiyana ape lankawe gonnudha amerikawe gonnudha ane danna ekek kiyahallako,YES,me inne 3 weni loke ratak kiyana ape lankawe gonnudha amerikawe gonnudha ane danna ekek kiyahallako
1815,1816,Puduma kasillak munta thiyenne,YES,Puduma kasillak munta thiyenne
1818,1819,Mey veasiyo set eka ghilla danna oni අංගොඩ පිස්සු වට්ටුව ට එකේ ඉන්න පිස්සුසො ට්කට ගහන්ඩ ... උන් ගාහායි හාදේ දලා,YES,Mey veasiyo set eka ghilla danna oni අංගොඩ පිස්සු වට්ටුව ට එකේ ඉන්න පිස්සුසො ට්කට ගහන්ඩ     උන් ගාහායි හාදේ දලා
1820,1821,munta mahasona gahalada diwawal adagana konda kadagana than aliyadagana prissu kalinna aka minihak thoraganin ganiya,YES,munta mahasona gahalada diwawal adagana konda kadagana than aliyadagana prissu kalinna aka minihak thoraganin ganiya
1822,1823,polawa palagana yanna hithenawa yako me wa dekala thu nodaking,YES,polawa palagana yanna hithenawa yako me wa dekala thu nodaking
